Body Type,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,CarbonEmission,Sex_female,Sex_male,Energy efficiency_No,Energy efficiency_Sometimes,Energy efficiency_Yes,Cooking_Oven,Cooking_Microwave,Cooking_Grill,Cooking_Airfryer,Cooking_Stove,Recycling_Metal,Recycling_Paper,Recycling_Glass,Recycling_Plastic
0,3,3,1,2,2,4690,0,2084,2,5,3,50,21,2531,False,True,True,False,False,True,False,False,False,True,True,True,False,False
0,3,1,1,0,1,17910,1,68,1,4,16,11,7,1190,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1,0,2,1,2,2,9126,3,1525,0,5,21,22,9,2781,False,True,True,False,False,True,False,True,True,True,True,False,True,False
3,2,0,1,2,0,15352,1,4046,3,2,6,1,14,2124,True,False,False,False,True,False,False,False,False,False,True,False,False,False
3,3,2,0,0,0,11770,2,15,1,7,17,38,2,2185,True,False,False,True,False,False,True,True,True,True,True,False,False,True
1,1,2,1,0,2,14669,1,82,1,3,8,2,13,970,True,False,False,True,False,False,False,True,True,False,True,False,False,True
3,0,2,3,1,2,19446,2,1079,1,7,4,23,4,2480,True,False,True,False,False,False,True,True,True,False,True,False,True,False
3,2,0,3,1,0,20554,2,1086,0,7,24,27,1,2173,True,False,False,False,True,False,False,True,True,True,False,True,False,True
2,2,1,1,0,0,12537,2,15,3,1,24,2,22,1826,False,True,True,False,False,False,True,True,True,False,True,False,False,False
1,0,0,3,0,1,23113,0,58,3,5,2,39,4,2004,False,True,False,True,False,False,False,True,True,False,False,True,False,True
1,1,0,2,2,2,12452,0,3655,3,2,2,25,16,2254,False,True,False,False,True,True,True,False,False,True,False,True,False,True
3,3,3,3,1,2,18763,3,7,2,7,22,5,11,3248,True,False,False,False,True,False,True,False,False,True,True,True,False,True
0,3,3,2,2,1,22857,1,8315,1,5,15,43,11,3448,False,True,False,True,False,False,True,True,True,False,True,False,False,True
1,2,3,3,0,0,11770,3,12,1,3,10,13,21,2591,False,True,True,False,False,False,True,True,True,False,True,False,True,True
0,0,3,1,0,2,21663,0,40,1,2,5,32,7,1219,True,False,False,False,True,True,True,True,True,True,False,False,True,False
3,3,1,3,0,2,4520,2,21,3,5,12,49,0,3512,False,True,False,True,False,False,False,True,True,True,False,False,False,False
1,1,3,2,2,0,17996,0,1118,0,1,7,24,15,1104,False,True,True,False,False,True,True,True,True,True,True,False,True,False
2,1,3,1,2,0,18337,0,5487,3,4,15,11,1,1579,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,2,0,3,0,1,20469,0,52,0,6,14,2,2,831,False,True,False,False,True,False,True,True,True,False,True,True,True,False
1,1,1,2,0,1,5885,2,62,1,7,6,41,23,2309,False,True,False,True,False,True,False,True,True,False,False,True,True,False
2,0,2,0,1,1,15693,0,1534,2,6,17,37,22,2165,False,True,True,False,False,False,True,True,True,True,False,False,False,False
1,0,2,2,1,1,20299,1,1651,1,5,3,34,5,1363,True,False,False,False,True,False,True,True,True,False,True,True,False,False
3,1,2,3,2,0,5373,2,2881,1,3,5,49,20,2766,True,False,False,False,True,False,False,False,False,True,True,False,True,True
0,3,0,2,2,1,14243,1,1708,2,4,17,34,0,1899,True,False,False,True,False,False,True,True,True,False,False,False,False,True
1,1,0,3,2,1,14755,1,6327,0,5,1,20,4,3301,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1,3,0,2,1,1,11343,3,923,0,2,19,39,11,2664,False,True,False,False,True,True,True,True,True,False,False,True,True,True
1,1,0,0,2,2,9296,2,2679,0,5,4,46,2,1924,True,False,False,False,True,False,False,True,True,True,True,True,True,True
0,2,3,0,1,2,23710,0,1862,1,5,1,45,20,1550,True,False,True,False,False,True,True,False,False,False,False,False,True,False
3,3,1,3,2,2,11855,1,9661,2,2,5,35,5,4773,True,False,True,False,False,False,False,False,False,True,False,True,False,False
2,0,3,3,2,1,16460,2,2131,1,1,22,37,24,2637,True,False,True,False,False,False,False,True,True,True,True,False,False,True
3,3,1,3,1,0,20469,1,1848,0,5,23,8,18,2004,True,False,False,True,False,False,True,False,False,True,False,False,False,False
1,0,2,2,1,0,22516,3,1084,2,4,8,40,6,3065,False,True,False,False,True,True,False,False,False,True,False,False,True,True
3,2,2,1,1,1,19104,1,1337,2,5,7,3,6,1560,True,False,True,False,False,True,False,True,True,False,True,True,False,False
2,2,0,2,2,1,7761,2,3909,2,3,17,19,23,4015,False,True,False,False,True,True,False,True,True,False,False,False,True,True
0,0,0,1,0,1,18763,3,19,2,7,20,49,22,2807,True,False,False,True,False,True,False,False,False,True,True,False,True,False
2,1,2,0,0,1,13731,3,76,3,1,18,37,20,2815,False,True,True,False,False,False,False,False,False,True,False,True,True,False
1,2,0,1,2,2,5373,0,6305,3,3,0,41,19,2208,True,False,False,False,True,False,True,False,False,False,True,False,True,False
3,1,1,0,2,1,24478,3,8163,0,4,1,18,18,3663,True,False,True,False,False,False,True,True,True,True,True,True,False,True
2,0,2,2,1,0,15437,2,951,3,6,5,13,21,2503,False,True,True,False,False,True,False,True,True,False,True,False,False,True
2,2,1,3,1,2,12537,1,184,2,3,20,3,11,1514,True,False,False,False,True,True,True,True,True,True,False,True,False,False
2,3,0,2,0,1,11002,1,83,0,5,3,28,22,1638,False,True,True,False,False,True,True,False,False,False,True,False,True,False
2,2,0,1,2,0,7846,1,3938,1,6,12,33,21,1602,True,False,False,False,True,False,False,True,True,False,False,False,True,False
3,1,1,0,2,2,25075,0,6990,1,5,21,3,24,3625,True,False,False,False,True,True,True,False,False,True,True,False,True,True
3,1,2,1,2,2,24307,3,3021,3,5,5,30,15,3589,True,False,False,False,True,True,False,False,False,False,True,False,False,False
3,3,0,1,2,0,23966,0,1713,2,5,20,11,6,2052,True,False,False,True,False,False,False,False,False,True,False,True,True,False
3,2,1,2,0,1,18337,3,32,1,3,23,21,22,2603,True,False,False,False,True,False,False,False,False,False,True,False,False,True
3,1,2,1,0,0,16631,1,99,0,7,23,49,5,1872,False,True,False,False,True,True,True,False,False,False,False,True,True,True
1,0,3,0,0,2,4349,2,25,0,5,22,14,24,1721,False,True,False,False,True,True,False,False,False,False,False,False,False,False
0,2,2,2,0,2,19957,0,79,1,1,1,49,3,1262,True,False,True,False,False,False,True,True,True,True,True,False,False,True
1,2,1,0,1,2,7846,2,79,2,5,23,31,8,1944,False,True,False,False,True,True,False,True,True,False,False,True,False,False
2,3,3,1,1,2,17484,3,158,3,3,17,40,21,3049,True,False,False,False,True,True,True,True,True,True,False,True,True,True
0,0,0,1,1,0,14414,1,1630,2,4,17,13,10,1317,True,False,False,False,True,True,False,True,True,True,False,False,False,False
2,2,2,2,2,1,6993,3,7961,1,5,0,36,20,2644,True,False,True,False,False,False,True,False,False,False,False,False,True,True
0,3,3,2,1,1,9467,1,1948,3,6,23,45,22,2548,False,True,True,False,False,True,False,False,False,True,False,False,True,False
1,0,2,3,1,0,25501,0,762,0,5,18,49,10,1566,True,False,False,False,True,True,True,True,True,True,False,True,False,False
3,0,2,2,1,0,21834,0,1557,3,6,1,22,14,1652,True,False,False,False,True,True,True,False,False,True,True,True,True,False
0,0,1,1,0,1,19787,0,79,2,1,23,44,1,1124,False,True,False,True,False,False,False,False,False,True,True,True,False,False
2,1,0,1,0,1,14328,3,46,3,2,0,1,0,1935,True,False,False,False,True,True,True,False,False,True,False,True,False,False
1,3,3,1,1,1,14584,3,895,3,5,20,33,11,3478,False,True,True,False,False,True,False,True,True,True,False,False,False,True
0,1,0,1,2,1,11855,0,7196,2,4,5,20,7,2999,True,False,False,True,False,True,True,False,False,False,True,True,True,True
1,3,2,3,0,2,6482,3,11,3,6,3,39,2,2848,True,False,False,True,False,False,False,True,True,True,True,True,True,True
3,1,1,1,0,2,7676,3,29,1,6,18,2,8,3206,False,True,True,False,False,True,False,True,True,False,False,False,True,False
0,0,3,2,2,0,10490,3,9900,0,6,10,8,6,4923,True,False,False,True,False,False,True,False,False,False,False,False,True,False
1,1,1,0,0,1,11855,2,46,2,6,18,15,1,1619,True,False,False,True,False,False,False,False,False,True,False,False,True,False
3,0,2,1,2,0,21237,0,5530,1,6,7,2,5,2886,False,True,True,False,False,True,False,True,True,False,True,True,True,False
1,3,2,2,1,2,21663,0,456,2,2,7,26,8,1272,True,False,False,False,True,False,True,False,False,False,False,False,True,True
0,3,3,2,0,2,7761,3,90,1,6,13,31,6,2661,False,True,False,True,False,False,True,True,True,True,False,False,True,True
0,2,3,1,0,2,17825,0,57,3,3,12,39,19,1344,True,False,False,True,False,False,False,True,True,False,True,True,False,False
0,1,0,0,0,0,22175,1,87,3,3,15,32,12,1390,False,True,True,False,False,False,True,False,False,False,True,False,False,False
3,0,1,0,0,1,6823,2,62,3,7,23,8,12,2453,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2,1,2,1,0,23454,1,1490,3,3,12,31,1,1840,False,True,False,True,False,True,True,True,True,True,False,True,True,False
3,0,3,2,2,1,21237,0,5613,2,6,10,46,22,2220,False,True,False,True,False,True,False,False,False,True,False,True,True,False
3,3,3,1,0,1,11172,2,15,0,1,5,29,20,2075,False,True,False,True,False,True,False,False,False,False,True,True,False,False
3,0,0,3,0,1,4264,3,41,0,4,8,0,7,1959,True,False,False,True,False,False,False,True,True,True,True,True,True,True
0,2,2,2,0,1,14243,3,39,0,6,2,26,22,2330,False,True,False,True,False,False,True,True,True,True,False,True,True,False
3,0,0,0,2,0,22345,1,7894,2,3,11,44,12,1637,False,True,True,False,False,True,True,False,False,True,True,True,False,True
0,3,3,3,0,2,14243,3,50,2,3,7,19,13,2582,True,False,False,False,True,True,True,True,True,False,False,False,True,False
1,0,3,1,0,0,21919,0,44,3,6,18,43,13,1816,False,True,False,False,True,False,False,True,True,True,True,True,False,True
3,2,0,3,1,2,17655,3,1418,1,4,5,38,15,3946,False,True,True,False,False,True,False,False,False,False,False,True,True,False
0,1,3,3,1,0,10405,1,525,0,1,9,41,12,1433,True,False,True,False,False,True,False,True,True,True,True,False,False,True
0,0,0,2,0,2,23284,0,37,0,4,22,37,2,1292,False,True,False,True,False,True,True,True,True,True,False,True,False,True
1,3,2,0,0,1,11940,1,30,2,2,20,21,23,1155,False,True,False,False,True,True,True,True,True,False,False,True,True,True
0,1,2,2,1,0,24648,1,1059,3,7,24,9,5,1579,True,False,False,True,False,False,False,False,False,True,False,False,True,True
1,3,3,2,2,0,15693,3,5069,2,2,22,45,24,3348,True,False,False,True,False,True,True,False,False,False,False,False,False,True
1,1,2,2,2,2,22175,2,9714,0,3,20,39,23,4362,False,True,False,False,True,False,False,True,True,True,False,True,True,False
3,2,2,2,2,1,22772,1,4768,2,1,21,16,20,3556,True,False,False,True,False,True,True,False,False,True,False,False,True,False
2,3,1,2,0,2,6737,3,5,2,2,22,5,17,2710,False,True,False,True,False,True,False,True,True,True,False,False,False,False
1,1,2,2,2,0,17569,1,9913,3,7,21,34,17,4736,True,False,False,True,False,True,False,True,True,True,False,False,False,False
2,3,0,0,2,1,14925,2,9757,2,3,16,38,14,4747,False,True,True,False,False,True,False,True,True,False,True,True,False,True
1,2,2,2,0,1,22090,1,69,1,6,23,2,7,1384,False,True,False,False,True,True,True,False,False,False,True,False,False,True
0,3,0,0,2,0,5287,2,3294,1,5,20,26,14,2213,False,True,False,True,False,False,True,True,True,False,True,True,False,False
2,1,3,2,1,0,12281,3,492,0,5,7,16,1,2086,True,False,False,False,True,False,False,True,True,False,True,True,False,False
0,3,3,0,2,2,19531,1,7379,1,2,19,31,3,1538,False,True,True,False,False,False,True,True,True,True,True,False,False,True
2,2,1,3,0,2,9893,0,10,1,6,10,8,4,1062,True,False,True,False,False,False,True,False,False,True,True,True,True,True
2,3,2,0,0,1,14669,0,9,1,2,22,42,5,1353,False,True,False,False,True,True,True,True,True,True,False,True,True,True
1,3,0,1,0,0,6908,1,9,3,5,10,0,10,1162,True,False,False,False,True,True,False,False,False,False,True,False,False,True
0,1,0,1,1,0,25501,3,520,1,5,16,45,14,2761,False,True,False,True,False,False,False,True,True,False,True,True,True,True
3,0,3,2,0,0,18252,0,88,0,2,6,27,9,1074,False,True,True,False,False,False,True,False,False,True,False,True,True,True
1,0,0,2,1,0,9467,3,650,0,5,9,48,3,2818,False,True,True,False,False,False,False,False,False,False,False,False,False,False
1,3,0,2,0,1,22431,1,56,0,1,14,18,18,1283,True,False,False,True,False,False,False,False,False,False,False,False,False,True
3,2,2,3,1,2,19872,1,431,3,6,23,36,7,2465,True,False,False,True,False,False,True,False,False,False,True,True,False,True
2,1,0,2,0,1,23113,0,36,3,6,0,20,7,1691,True,False,False,False,True,True,False,False,False,True,False,False,False,True
1,1,2,3,1,0,24392,0,639,2,7,1,25,10,2090,False,True,False,False,True,True,False,True,True,False,False,False,False,False
3,3,3,0,2,0,23369,3,8026,1,6,13,15,14,5466,False,True,False,True,False,False,True,False,False,True,True,False,True,False
0,2,2,0,2,0,15352,3,7116,0,1,3,34,19,2858,True,False,True,False,False,False,False,False,False,True,False,False,True,False
0,0,2,0,1,1,17228,2,1505,0,4,5,47,11,1608,True,False,False,False,True,True,True,True,True,True,False,True,True,False
2,1,2,2,2,0,24478,2,9565,2,7,9,22,17,2318,False,True,False,False,True,False,True,False,False,True,True,True,True,True
3,0,1,3,1,1,9637,3,574,3,6,2,18,3,3192,True,False,True,False,False,True,False,True,True,False,True,True,True,True
0,0,3,2,2,0,23795,1,9592,2,3,9,20,23,3592,True,False,False,False,True,False,False,True,True,True,False,False,True,False
1,3,0,1,0,0,17996,3,91,1,5,22,19,2,2491,False,True,False,False,True,False,True,False,False,True,False,True,True,False
0,0,2,2,0,0,16119,0,95,3,5,10,40,0,1627,False,True,False,False,True,True,True,True,True,False,True,False,False,True
0,1,3,0,0,1,20384,2,60,0,6,21,40,23,1642,False,True,False,False,True,False,False,False,False,False,True,True,True,True
2,0,1,2,1,1,13219,1,1758,1,3,2,27,18,1399,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0,1,3,1,0,16205,3,1343,3,4,5,14,16,2433,True,False,False,False,True,True,True,True,True,False,False,True,False,True
2,3,0,3,0,0,9381,3,27,3,4,3,2,18,2748,False,True,False,True,False,True,True,False,False,True,False,True,True,False
2,3,0,2,0,2,20299,2,77,0,2,14,47,16,2032,True,False,True,False,False,False,True,True,True,False,True,True,True,True
0,1,3,2,1,2,9467,2,436,0,6,4,42,23,1899,True,False,False,True,False,False,False,True,True,False,False,False,True,True
2,3,1,3,1,2,13219,2,548,3,6,16,18,24,3051,False,True,False,True,False,False,True,True,True,True,True,True,True,False
1,3,3,0,0,1,10831,3,15,1,6,18,19,19,2108,True,False,False,False,True,True,True,False,False,False,False,True,True,True
3,2,3,2,2,1,13049,3,7069,1,2,17,14,19,4605,True,False,False,False,True,True,False,False,False,True,True,False,False,False
1,3,0,2,0,2,4776,0,68,2,2,13,44,14,1344,False,True,True,False,False,True,False,False,False,False,True,True,False,True
0,1,3,3,1,1,7761,2,1939,0,2,7,7,23,1942,False,True,False,False,True,True,False,False,False,True,False,False,False,True
2,3,1,0,1,2,24648,1,2000,3,1,11,31,19,1803,True,False,False,False,True,True,False,True,True,True,False,False,False,False
2,0,3,2,1,1,13731,0,1772,1,7,15,15,21,1457,True,False,True,False,False,True,False,False,False,False,True,False,True,True
2,3,0,1,1,1,13305,3,272,2,4,11,28,2,3080,False,True,False,True,False,False,True,False,False,False,True,False,False,False
2,1,0,1,2,1,24648,1,4472,2,2,22,47,1,2658,True,False,False,True,False,False,True,False,False,False,True,False,True,False
1,1,2,1,2,1,15352,0,8102,3,1,11,33,22,4135,False,True,False,True,False,False,True,True,True,False,True,True,True,True
0,0,3,2,1,1,15949,3,363,3,7,17,12,1,2610,False,True,False,True,False,False,True,True,True,True,True,True,False,True
2,3,2,2,0,2,10575,3,10,3,1,23,34,18,3065,False,True,False,False,True,True,False,True,True,True,True,False,False,True
2,1,3,0,2,2,19275,2,2921,1,1,2,11,15,1354,False,True,False,False,True,True,False,True,True,True,True,True,True,False
2,2,3,1,2,2,12111,1,692,0,1,17,41,7,2201,False,True,False,True,False,True,False,False,False,True,False,False,False,False
1,3,1,0,1,2,22601,0,1578,3,5,18,6,20,1814,False,True,False,True,False,False,False,False,False,True,False,True,False,False
1,3,1,0,2,1,5799,1,8228,0,1,10,26,20,2824,True,False,False,True,False,False,True,True,True,True,True,False,True,True
0,3,2,3,1,1,10490,1,44,2,4,13,32,22,1884,False,True,False,False,True,False,True,True,True,True,True,False,False,True
3,1,2,3,2,0,15949,2,3682,1,5,21,47,2,3900,False,True,True,False,False,False,True,True,True,True,False,True,True,True
3,2,0,0,1,1,11258,1,480,2,2,17,38,22,1765,False,True,False,False,True,True,True,True,True,False,False,True,False,False
2,0,2,2,1,1,24904,1,382,0,6,18,43,22,1728,False,True,False,True,False,False,False,False,False,False,True,True,True,False
2,2,2,3,2,2,6652,3,8121,0,1,0,20,19,5221,False,True,False,False,True,False,True,True,True,True,False,False,False,False
2,0,3,0,0,1,7931,0,99,0,4,4,38,8,933,True,False,False,True,False,False,False,False,False,True,False,False,True,True
0,2,3,3,0,1,9040,2,20,2,1,2,37,7,2191,False,True,True,False,False,True,True,True,True,True,False,False,False,True
1,3,0,3,1,0,11940,3,242,2,3,14,41,7,2711,True,False,False,True,False,True,False,True,True,True,False,False,True,True
3,1,0,3,1,2,11514,3,1554,1,6,11,23,3,3128,True,False,False,False,True,True,True,False,False,True,True,True,False,False
1,1,1,2,2,0,22431,3,138,1,5,4,26,6,2871,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,1,0,1,11770,3,65,3,3,24,7,16,2871,False,True,False,False,True,True,False,True,True,False,True,False,False,False
2,3,2,0,1,2,16205,2,511,2,5,5,21,6,1834,True,False,False,True,False,False,False,True,True,True,True,True,True,True
1,3,2,1,0,0,24904,1,26,1,2,9,31,1,1208,True,False,False,False,True,True,True,True,True,False,True,True,False,True
0,3,2,2,1,2,12367,0,1040,0,7,11,45,1,1580,False,True,True,False,False,True,True,True,True,True,True,True,True,False
2,0,0,0,2,0,5117,0,5624,3,6,4,9,9,2018,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,2,3,0,2,2,11428,1,556,2,7,22,32,21,1813,True,False,True,False,False,False,True,False,False,True,True,False,True,False
2,1,3,2,1,2,13987,1,656,2,2,0,27,5,1620,False,True,True,False,False,False,False,True,True,False,True,True,False,False
3,1,3,1,0,0,18252,3,1,3,7,5,21,3,4071,False,True,False,False,True,True,True,False,False,False,False,False,True,False
2,0,0,2,2,1,18081,3,4476,1,2,24,28,20,3901,False,True,True,False,False,False,False,True,True,False,True,False,True,True
1,2,2,2,1,0,10064,0,1073,1,1,24,42,1,986,True,False,False,True,False,False,True,True,True,True,True,True,False,False
0,3,1,1,0,1,13049,3,13,2,4,22,16,16,2495,False,True,True,False,False,True,True,False,False,False,True,True,True,True
0,3,1,3,1,0,24734,3,784,2,2,10,43,0,2672,True,False,False,True,False,False,True,False,False,True,False,False,False,False
2,1,2,0,0,0,21237,1,17,1,3,13,34,11,1273,True,False,False,True,False,True,True,True,True,False,True,False,False,True
0,1,2,0,1,1,8017,1,7,1,4,4,23,2,969,False,True,True,False,False,False,False,False,False,True,True,False,True,False
2,0,1,1,0,1,6737,0,67,2,1,1,47,17,1223,True,False,False,True,False,False,True,True,True,True,True,False,True,True
0,0,1,3,2,1,11684,2,4406,0,5,8,27,5,2547,True,False,True,False,False,False,True,False,False,True,True,False,False,True
3,2,3,2,1,2,12537,0,822,2,1,19,50,15,1646,True,False,False,False,True,False,True,False,False,False,False,True,False,False
1,3,1,3,1,0,4605,0,1332,0,3,11,17,2,740,True,False,False,True,False,True,False,True,True,False,True,True,True,True
1,1,2,1,1,1,16546,3,1996,2,2,18,7,12,2404,False,True,False,True,False,False,False,False,False,True,True,False,False,True
2,1,3,3,2,1,11770,3,9883,1,5,13,27,10,7531,False,True,True,False,False,True,True,True,True,True,False,False,False,True
2,3,1,3,0,0,19957,0,48,1,6,18,1,9,1591,False,True,True,False,False,False,True,True,True,False,False,True,False,True
2,2,0,1,1,1,5458,0,658,3,4,22,28,6,1294,True,False,False,True,False,False,True,False,False,False,True,True,False,False
3,2,0,0,1,0,13816,3,360,3,6,19,31,17,3717,False,True,False,True,False,True,False,True,True,False,False,True,False,False
2,1,3,1,2,1,16887,2,8422,1,6,12,5,17,3636,True,False,False,False,True,False,True,False,False,True,True,True,True,True
3,3,1,0,0,1,24648,1,44,3,5,24,11,23,2179,False,True,False,True,False,False,False,False,False,True,False,True,False,False
1,1,0,2,0,1,19275,2,47,2,6,8,46,1,1979,True,False,False,True,False,True,False,False,False,True,True,True,False,True
0,2,0,2,2,2,17910,0,9939,3,3,0,21,1,3549,False,True,False,False,True,False,False,False,False,False,True,True,False,True
0,3,3,3,2,2,12964,0,8279,2,4,24,24,7,3117,False,True,False,False,True,True,False,True,True,False,False,True,False,True
0,3,1,0,1,0,23710,1,1572,1,4,23,13,16,1232,False,True,True,False,False,True,False,True,True,False,True,True,True,False
2,1,0,0,0,0,16375,0,68,3,5,13,7,20,1178,False,True,False,False,True,True,True,False,False,True,True,False,True,True
2,2,2,3,0,0,16375,0,69,1,5,1,6,20,1309,False,True,False,False,True,False,True,False,False,True,False,True,True,True
1,1,2,2,2,2,5714,2,9868,0,3,18,42,5,5634,False,True,True,False,False,False,False,True,True,True,False,False,True,True
0,3,2,1,0,0,22004,1,88,0,6,14,6,7,1090,True,False,True,False,False,True,False,False,False,True,False,True,False,True
1,3,1,1,1,0,7590,2,1923,1,3,8,29,18,1608,True,False,True,False,False,True,False,False,False,True,True,True,False,True
0,0,1,1,0,1,6226,1,11,2,2,17,43,23,1319,True,False,False,True,False,False,False,False,False,False,True,False,False,True
1,0,3,0,0,1,6737,3,11,2,3,11,23,19,2087,True,False,True,False,False,False,False,True,True,True,False,True,False,True
0,0,2,2,0,1,20725,0,88,0,6,24,13,8,981,True,False,False,False,True,False,True,False,False,True,False,False,True,False
3,3,1,3,2,0,10831,0,8554,3,3,10,36,22,3694,False,True,False,False,True,False,True,True,True,False,True,True,False,True
3,2,1,3,1,0,14584,1,1961,3,3,14,20,16,1939,True,False,False,False,True,False,True,True,True,True,False,True,False,False
0,2,1,0,0,0,23369,0,47,3,5,17,29,12,1735,False,True,False,True,False,True,True,False,False,False,False,False,False,False
2,2,2,3,0,0,5970,3,84,3,4,10,46,4,2661,True,False,False,False,True,False,False,True,True,False,True,True,True,True
1,2,0,1,1,0,19872,2,1852,1,5,21,31,2,2019,False,True,False,True,False,False,True,True,True,False,True,True,True,True
2,3,2,3,2,2,13305,2,9500,3,5,12,19,22,2435,True,False,True,False,False,True,False,False,False,True,True,False,True,True
3,0,3,1,2,1,24307,3,3542,3,6,5,25,20,4117,True,False,False,True,False,False,True,False,False,True,True,True,False,False
2,2,2,0,0,1,13646,0,16,1,1,23,24,15,905,True,False,False,True,False,True,False,False,False,False,False,False,True,True
2,2,0,2,1,0,18763,1,804,3,4,15,10,6,1622,False,True,False,True,False,False,False,True,True,False,True,True,False,False
0,1,3,0,2,1,17910,3,1883,2,3,3,36,15,3088,False,True,True,False,False,True,True,False,False,True,True,True,False,False
2,3,3,3,0,2,8784,2,65,2,5,8,37,13,2982,False,True,True,False,False,False,False,False,False,True,False,True,True,False
3,2,3,2,1,1,8443,2,540,2,1,4,7,1,1259,True,False,True,False,False,False,True,True,True,True,True,True,True,True
1,1,3,0,1,0,18337,1,851,1,3,1,44,13,1208,True,False,False,True,False,False,True,False,False,True,True,False,True,False
2,2,0,0,0,1,16375,2,36,0,2,3,38,13,1756,False,True,False,False,True,True,True,True,True,True,True,True,True,False
0,0,3,1,1,1,11087,0,568,2,3,12,34,12,1253,True,False,True,False,False,True,True,True,True,False,True,False,False,True
3,0,2,2,1,0,14755,1,792,0,2,22,50,11,1793,True,False,True,False,False,True,True,False,False,True,False,True,True,False
1,3,1,2,2,1,17399,2,8119,1,3,10,46,21,4570,False,True,False,True,False,False,False,True,True,False,False,True,False,True
1,3,1,0,2,2,17058,1,6674,3,2,15,13,0,1180,False,True,False,False,True,False,False,True,True,True,True,False,False,True
1,3,0,2,1,0,5373,3,689,3,6,6,50,12,3318,False,True,True,False,False,False,False,True,True,True,False,True,True,False
1,3,1,0,2,1,11770,2,375,3,5,12,12,24,1885,True,False,False,True,False,True,True,False,False,True,False,False,True,True
0,0,2,0,1,0,4264,3,1265,3,6,13,43,11,2414,True,False,False,True,False,True,False,True,True,False,True,True,False,False
3,3,0,1,1,2,9723,0,359,3,7,0,36,10,2519,False,True,False,True,False,True,True,True,True,True,True,True,False,False
0,1,1,2,2,0,11258,1,498,3,2,1,45,7,1570,True,False,True,False,False,True,True,True,True,True,True,False,False,False
1,1,1,1,0,2,16119,2,8,2,3,0,25,0,1847,False,True,False,True,False,True,False,False,False,True,True,False,True,True
2,3,3,3,0,1,13134,1,77,2,3,1,50,7,2210,False,True,False,False,True,True,True,False,False,False,False,True,True,False
2,0,2,2,0,2,18507,2,10,3,1,1,47,0,2090,True,False,False,True,False,True,True,True,True,True,True,False,False,False
1,0,0,2,1,1,8955,0,1868,1,3,16,26,24,1004,True,False,False,True,False,True,False,False,False,True,True,True,True,True
3,1,2,3,2,0,7761,0,437,1,6,20,42,9,2005,False,True,False,False,True,False,False,True,True,False,True,True,False,False
2,2,2,3,0,0,12281,3,67,1,7,10,9,18,2696,True,False,True,False,False,False,True,True,True,True,False,False,False,False
2,2,2,0,1,0,20213,2,1584,0,7,3,24,2,1834,False,True,False,False,True,False,False,False,False,True,False,True,False,False
1,3,1,0,1,2,24819,3,1423,1,6,15,48,19,2801,True,False,False,True,False,True,True,False,False,True,True,True,True,False
0,3,1,2,0,1,10320,3,17,0,7,11,47,18,2849,False,True,False,True,False,False,True,True,True,False,False,False,True,False
1,1,0,0,1,2,8102,0,1947,1,1,4,46,2,1079,True,False,False,True,False,True,True,True,True,True,False,True,False,False
3,3,2,2,1,1,16631,3,193,0,6,7,24,13,3357,False,True,False,True,False,True,False,False,False,True,False,True,False,True
1,2,1,3,0,0,18422,3,24,2,1,19,49,9,3111,False,True,False,True,False,True,True,False,False,True,False,False,False,False
2,0,2,0,0,0,13731,2,76,0,6,15,0,1,902,True,False,False,True,False,False,True,True,True,False,True,True,True,False
1,1,1,3,0,0,25501,1,39,0,5,15,22,6,1292,True,False,False,False,True,True,True,True,True,True,False,True,True,False
3,1,0,2,0,1,5287,0,13,3,7,15,18,9,1729,True,False,False,True,False,True,True,False,False,False,True,True,False,False
0,3,3,0,1,2,5373,2,615,3,5,21,0,4,1461,True,False,False,True,False,True,False,True,True,False,True,True,False,False
0,2,2,3,2,2,21407,0,5189,2,4,13,3,12,2326,True,False,False,True,False,False,False,True,True,False,True,False,True,True
3,1,3,2,1,2,24307,0,1863,3,3,1,42,0,2121,False,True,False,True,False,True,True,True,True,True,True,True,False,False
3,1,2,3,2,2,10746,2,8536,1,6,4,0,4,4038,True,False,False,True,False,False,True,False,False,False,True,True,True,True
3,0,1,3,2,0,15181,1,1270,1,3,6,9,19,1789,True,False,False,False,True,True,False,False,False,True,True,False,False,False
0,2,2,3,1,1,24392,0,1267,3,4,5,20,5,1836,False,True,False,False,True,False,False,False,False,True,False,False,False,True
1,2,1,3,2,2,9808,1,2081,0,3,11,29,4,1674,True,False,False,True,False,True,False,True,True,False,True,True,True,False
0,2,0,3,0,0,7676,3,94,3,2,21,19,9,2217,True,False,True,False,False,False,False,False,False,False,False,False,True,False
3,1,1,2,2,2,14840,0,9616,0,3,0,28,20,4327,False,True,True,False,False,True,True,False,False,False,True,False,True,True
